2024-06-20 01:20:27,343 [ 1] INFO  Unity: LoadingManager start
2024-06-20 01:20:44,557 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 300 
2024-06-20 01:20:44,636 [ 1] INFO  Unity: SetDirection: (-35, -94, 0)
2024-06-20 01:20:44,637 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 300 
2024-06-20 01:20:44,729 [ 1] INFO  Unity: SetDirection: (-51, -86, 0)
2024-06-20 01:20:44,730 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 300 
2024-06-20 01:20:44,830 [ 1] INFO  Unity: SetDirection: (-67, -74, 0)
2024-06-20 01:20:44,831 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 300 
2024-06-20 01:20:44,910 [ 1] INFO  Unity: SetDirection: (-79, -61, 0)
2024-06-20 01:20:44,910 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 300 
2024-06-20 01:20:45,003 [ 1] INFO  Unity: SetDirection: (-90, -44, 0)
2024-06-20 01:20:45,004 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 300 
2024-06-20 01:20:45,136 [ 1] INFO  Unity: SetDirection: (-96, -27, 0)
2024-06-20 01:20:45,137 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 300 
2024-06-20 01:20:48,697 [ 1] INFO  Unity: SetPosition: (3556, 3027, 801)
2024-06-20 01:20:48,697 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 300 
2024-06-20 01:20:50,165 [ 1] INFO  Unity: SetDirection: (-90, -44, 0)
2024-06-20 01:20:50,165 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 300 
2024-06-20 01:20:51,744 [ 1] INFO  Unity: SetPosition: (2709, 2700, 801)
2024-06-20 01:20:51,744 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 300 
2024-06-20 01:20:52,074 [ 1] INFO  Unity: SetDirection: (-96, -27, 0)
2024-06-20 01:20:52,074 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 300 
2024-06-20 01:20:52,894 [ 1] INFO  Unity: SetDirection: (-100, -9, 0)
2024-06-20 01:20:52,894 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 300 
2024-06-20 01:20:54,270 [ 1] INFO  Unity: SetDirection: (-100, 9, 0)
2024-06-20 01:20:54,271 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 300 
2024-06-20 01:20:55,820 [ 1] INFO  Unity: TeleporterObject: Character [[0]] Enter Teleporter [3: 主城传入点1]
2024-06-20 01:20:58,297 [ 1] INFO  Unity: TeleporterObject: Character [[0]] Enter Teleporter [1: 主城->野外]
2024-06-20 01:20:58,299 [ 1] INFO  Unity: MapTeleportRequest: teleporterID: 1
2024-06-20 01:20:58,326 [ 1] INFO  Unity: OnMapCharacterLeave: CharID: 1
2024-06-20 01:20:58,328 [ 1] INFO  Unity: RemoveCharacter:1
2024-06-20 01:20:58,330 [ 1] INFO  Unity: OnMapCharacterEnter:Map: 2 Count: 1
2024-06-20 01:20:58,331 [ 1] INFO  Unity: AddCharacter: 1: 大牛 Map: 2 Entity: (1:pos:(2697,3998,91),dir:(0,100,0),spd:300
2024-06-20 01:20:58,338 [ 1] INFO  Unity: LoadLevel: Map01
2024-06-20 01:20:58,338 [ 1] INFO  Unity: Character_1_大牛 OnDestroy: ID: 1 POS: (739, 2611, 801) DIR: (-100, 9, 0) SPD: 300
2024-06-20 01:20:58,366 [ 1] INFO  Unity: MoveForward
2024-06-20 01:20:58,367 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 300 
2024-06-20 01:20:58,711 [ 1] INFO  Unity: LevelLoadCompleted:1
2024-06-20 01:20:58,712 [ 1] INFO  Unity: Stop
2024-06-20 01:20:58,713 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 0 
2024-06-20 01:20:59,110 [ 1] INFO  Unity: SetPosition: (2697, 4055, 10)
2024-06-20 01:20:59,110 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 0 
2024-06-20 01:20:59,679 [ 1] INFO  Unity: SetDirection: (20, 98, 0)
2024-06-20 01:20:59,680 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 0 
2024-06-20 01:20:59,771 [ 1] INFO  Unity: SetDirection: (38, 93, 0)
2024-06-20 01:20:59,772 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 0 
2024-06-20 01:20:59,876 [ 1] INFO  Unity: SetDirection: (56, 83, 0)
2024-06-20 01:20:59,884 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 0 
2024-06-20 01:20:59,958 [ 1] INFO  Unity: SetDirection: (70, 72, 0)
2024-06-20 01:20:59,959 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 0 
2024-06-20 01:21:00,037 [ 1] INFO  Unity: SetDirection: (81, 59, 0)
2024-06-20 01:21:00,038 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 0 
2024-06-20 01:21:00,118 [ 1] INFO  Unity: SetDirection: (90, 44, 0)
2024-06-20 01:21:00,119 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 0 
2024-06-20 01:21:00,223 [ 1] INFO  Unity: SetDirection: (97, 25, 0)
2024-06-20 01:21:00,224 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 0 
2024-06-20 01:21:00,369 [ 1] INFO  Unity: SetDirection: (100, 7, 0)
2024-06-20 01:21:00,370 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 0 
2024-06-20 01:21:01,030 [ 1] INFO  Unity: SetDirection: (99, -12, 0)
2024-06-20 01:21:01,030 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 0 
2024-06-20 01:21:01,135 [ 1] INFO  Unity: SetDirection: (95, -31, 0)
2024-06-20 01:21:01,137 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 0 
2024-06-20 01:21:01,242 [ 1] INFO  Unity: SetDirection: (87, -50, 0)
2024-06-20 01:21:01,248 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 0 
2024-06-20 01:21:01,364 [ 1] INFO  Unity: SetDirection: (76, -65, 0)
2024-06-20 01:21:01,365 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 0 
2024-06-20 01:21:02,726 [ 1] INFO  Unity: SetDirection: (63, -78, 0)
2024-06-20 01:21:02,727 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 0 
2024-06-20 01:21:02,885 [ 1] INFO  Unity: SetDirection: (46, -89, 0)
2024-06-20 01:21:02,885 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 0 
2024-06-20 01:21:02,964 [ 1] INFO  Unity: MoveForward
2024-06-20 01:21:02,964 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 300 
2024-06-20 01:21:02,978 [ 1] INFO  Unity: SetDirection: (27, -96, 0)
2024-06-20 01:21:02,978 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 300 
2024-06-20 01:21:03,109 [ 1] INFO  Unity: SetDirection: (8, -100, 0)
2024-06-20 01:21:03,110 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 300 
2024-06-20 01:21:03,533 [ 1] INFO  Unity: SetDirection: (28, -96, 0)
2024-06-20 01:21:03,534 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 300 
2024-06-20 01:21:03,626 [ 1] INFO  Unity: SetDirection: (47, -88, 0)
2024-06-20 01:21:03,626 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 300 
2024-06-20 01:21:03,731 [ 1] INFO  Unity: SetDirection: (64, -77, 0)
2024-06-20 01:21:03,731 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 300 
2024-06-20 01:21:03,826 [ 1] INFO  Unity: SetDirection: (77, -64, 0)
2024-06-20 01:21:03,826 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 300 
2024-06-20 01:21:04,027 [ 1] INFO  Unity: SetDirection: (87, -49, 0)
2024-06-20 01:21:04,027 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 300 
2024-06-20 01:21:04,070 [ 1] INFO  Unity: Stop
2024-06-20 01:21:04,072 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 0 
2024-06-20 01:21:05,885 [ 1] INFO  Unity: MoveForward
2024-06-20 01:21:05,886 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 300 
2024-06-20 01:21:06,414 [ 1] INFO  Unity: SetDirection: (95, -32, 0)
2024-06-20 01:21:06,414 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 300 
2024-06-20 01:21:06,534 [ 1] INFO  Unity: SetDirection: (99, -13, 0)
2024-06-20 01:21:06,534 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 300 
2024-06-20 01:21:07,566 [ 1] INFO  Unity: SetDirection: (100, 5, 0)
2024-06-20 01:21:07,567 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 300 
2024-06-20 01:21:07,632 [ 1] INFO  Unity: Stop
2024-06-20 01:21:07,633 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 0 
2024-06-20 01:21:07,725 [ 1] INFO  Unity: SetDirection: (97, 23, 0)
2024-06-20 01:21:07,725 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 0 
2024-06-20 01:21:07,818 [ 1] INFO  Unity: SetDirection: (91, 41, 0)
2024-06-20 01:21:07,818 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 0 
2024-06-20 01:21:07,910 [ 1] INFO  Unity: SetDirection: (82, 57, 0)
2024-06-20 01:21:07,911 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 0 
2024-06-20 01:21:08,003 [ 1] INFO  Unity: SetDirection: (69, 73, 0)
2024-06-20 01:21:08,004 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 0 
2024-06-20 01:21:08,109 [ 1] INFO  Unity: SetDirection: (52, 85, 0)
2024-06-20 01:21:08,110 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 0 
2024-06-20 01:21:08,201 [ 1] INFO  Unity: SetDirection: (33, 94, 0)
2024-06-20 01:21:08,201 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 0 
2024-06-20 01:21:08,308 [ 1] INFO  Unity: SetDirection: (13, 99, 0)
2024-06-20 01:21:08,309 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 0 
2024-06-20 01:21:08,401 [ 1] INFO  Unity: SetDirection: (-8, 100, 0)
2024-06-20 01:21:08,402 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 0 
2024-06-20 01:21:08,506 [ 1] INFO  Unity: SetDirection: (-28, 96, 0)
2024-06-20 01:21:08,507 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 0 
2024-06-20 01:21:08,586 [ 1] INFO  Unity: SetDirection: (-45, 89, 0)
2024-06-20 01:21:08,587 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 0 
2024-06-20 01:21:08,691 [ 1] INFO  Unity: SetDirection: (-62, 78, 0)
2024-06-20 01:21:08,691 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 0 
2024-06-20 01:21:08,771 [ 1] INFO  Unity: SetDirection: (-75, 66, 0)
2024-06-20 01:21:08,771 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 0 
2024-06-20 01:21:08,837 [ 1] INFO  Unity: MoveForward
2024-06-20 01:21:08,837 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 300 
2024-06-20 01:21:08,877 [ 1] INFO  Unity: SetDirection: (-87, 49, 0)
2024-06-20 01:21:08,877 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 300 
2024-06-20 01:21:08,969 [ 1] INFO  Unity: SetDirection: (-95, 33, 0)
2024-06-20 01:21:08,970 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 300 
2024-06-20 01:21:09,169 [ 1] INFO  Unity: SetDirection: (-99, 15, 0)
2024-06-20 01:21:09,170 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 300 
2024-06-20 01:21:11,302 [ 1] INFO  Unity: SetDirection: (-95, 32, 0)
2024-06-20 01:21:11,303 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 300 
2024-06-20 01:21:12,083 [ 1] INFO  Unity: TeleporterObject: Character [[0]] Enter Teleporter [5: 野外->主城]
2024-06-20 01:21:12,084 [ 1] INFO  Unity: MapTeleportRequest: teleporterID: 5
2024-06-20 01:21:12,110 [ 1] INFO  Unity: OnMapCharacterLeave: CharID: 1
2024-06-20 01:21:12,111 [ 1] INFO  Unity: RemoveCharacter:1
2024-06-20 01:21:12,112 [ 1] INFO  Unity: OnMapCharacterEnter:Map: 1 Count: 1
2024-06-20 01:21:12,112 [ 1] INFO  Unity: AddCharacter: 1: 大牛 Map: 1 Entity: (1:pos:(1217,2561,824),dir:(100,0,0),spd:300
2024-06-20 01:21:12,119 [ 1] INFO  Unity: LoadLevel: MainCity
2024-06-20 01:21:12,120 [ 1] INFO  Unity: Character_1_大牛 OnDestroy: ID: 1 POS: (2316, 3897, 10) DIR: (-95, 32, 0) SPD: 300
2024-06-20 01:21:12,449 [ 1] INFO  Unity: MoveForward
2024-06-20 01:21:12,450 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 300 
2024-06-20 01:21:12,604 [ 1] INFO  Unity: LevelLoadCompleted:1
2024-06-20 01:21:12,605 [ 1] INFO  Unity: Stop
2024-06-20 01:21:12,605 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 0 
2024-06-20 01:21:12,606 [ 1] INFO  Unity: TeleporterObject: Character [[0]] Enter Teleporter [3: 主城传入点1]
2024-06-20 01:21:13,547 [ 1] INFO  Unity: MoveForward
2024-06-20 01:21:13,548 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 300 
2024-06-20 01:21:16,038 [ 1] INFO  Unity: Stop
2024-06-20 01:21:16,039 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 0 
2024-06-20 01:21:16,463 [ 1] INFO  Unity: SetDirection: (98, -18, 0)
2024-06-20 01:21:16,463 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 0 
2024-06-20 01:21:16,569 [ 1] INFO  Unity: SetDirection: (94, -35, 0)
2024-06-20 01:21:16,570 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 0 
